STOREID,BARCODE,QTY_MARKDOWN,CURRENT_PRICE,ORIGINAL_PRICE
A587,0000010385760,14,5.99,5.99
A644,0000011401322,10,2.99,2.99
A678,0000013449353,10,3.5,3.5
A179,8717163058015,18,0.89,0.89
A289,5012427290815,15,2,2
A365,8410136019685,20,4.99,4.99
A366,5900951282478,11,11.79,11.79
A241,8445291455719,9,1.89,1.89
A877,0000025370447,25,1.49,1.49
A897,9770964084002,5,3.2,3.2
A292,4062139008414,19,0.49,0.49
A142,9770963402067,19,2.65,2.65
A569,5055918650774,5,1.59,1.59
A767,5025840005409,16,0.89,0.89
A944,5060119290421,25,14.99,14.99
A869,9770967309416,17,2.5,2.5
A443,8700216054096,12,4.99,4.99
A316,5032678016521,8,1.59,1.59
A426,5020535020927,1,0.69,0.69
A705,0000010782385,16,1.49,1.49
A422,0000010341247,9,14.99,14.99
A269,5000382121916,22,1.49,1.49
A233,0840026685191,13,1.99,1.99
A63,8722900048303,23,0.79,0.79
A456,0000010388266,22,0.59,0.59
A332,0000050412860,7,0.39,0.39
A205,9770963402432,23,2.65,2.65
A423,5010338301569,8,0.89,0.89
A8448,9771460182759,16,3.45,3.45
A148,5016451864332,16,0.4,0.4
A194,5054267503083,1,0.39,0.39
A241,5711938032111,15,1.99,1.99
A219,0000004607397,16,1.99,1.99
A37,9770956806346,12,1.8,1.8
A466,8445291465503,2,0.79,0.79
A415,9771460942179,21,2.9,2.9
A379,0000010191293,22,1,1
A805,5034934828169,16,0.99,0.99
A437,5025514000037,24,2.35,2.35
A570,9771366780059,3,2.25,2.25
A831,9781488962967,6,2.79,2.79
A362,5028141035663,10,1.99,1.99
A402,5060009552547,14,3.49,3.49
A812,0850014555023,2,0.49,0.49
A597,5060422893869,17,1.29,1.29
A468,6920714803367,25,2.49,2.49
A325,9770307586453,1,2.2,2.2
A120,0000010723173,7,12,12
A206,9770957623324,3,1.2,1.2
A298,0000010505144,2,2.99,2.99
A846,0000014394225,25,0.49,0.49
A412,8445291318823,23,0.69,0.69
A661,5038581152806,2,8.99,8.99
A405,5056555208533,12,4.99,4.99
A770,0000014518218,14,16,16
A318,0002106108031,9,14.99,14.99
A334,3030055914486,15,2.99,2.99
A199,0035051120674,19,4.99,4.99
A323,0811748031313,11,0.49,0.49
A191,8710908880124,22,1.99,1.99
A225,5000168008523,16,1.49,1.49
A697,5000225037183,9,0.29,0.29
A743,4062139017478,9,7.49,7.49
A662,5024993732835,9,7.99,7.99
A849,5013919003807,4,2.99,2.99
A696,0000013413972,17,1.99,1.99
A352,0000010343760,8,2.49,2.49
A276,9770262304420,18,1.2,1.2
A765,3614222586340,21,1.99,1.99
A778,3574669908603,7,2.25,2.25
A385,0000012516810,13,2.99,2.99
A361,8436535485906,1,0.59,0.59
A821,0192995429918,2,6.99,6.99
A196,9770958389168,11,2.6,2.6
A758,5010052111352,10,3.75,3.75
A239,5010102118751,7,7.49,7.49
A11,9771744033517,10,2.15,2.15
A306,0000010375907,7,1.49,1.49
A469,5061058241291,4,2.99,2.99
A171,9770307586330,11,2.2,2.2
A821,0043194351619,24,0.49,0.49
A205,8700216003797,22,2.89,2.89
A807,0000010347270,23,39.99,39.99
A384,5012583204732,13,3.99,3.99
A713,5000204379266,24,3.99,3.99
A100,8720181332043,20,2.35,2.35
A300,5063327005177,1,8.99,8.99
A419,0615908433586,8,4.99,4.99
A729,0850031700833,3,0.99,0.99
A258,5010052105429,23,1.35,1.35
A341,3700006600231,7,0.79,0.79
A76,9770307586255,14,2.2,2.2
A160,5010993948031,21,4.99,4.99
A468,5011403997670,14,1.89,1.89
A826,8718114567389,19,1.19,1.19
A249,9771352546058,25,2.99,2.99
A332,0506093870259,22,1.99,1.99
A194,0000011446507,4,7,7
A144,5050665040670,25,0.49,0.49
A834,9770307019128,5,3.2,3.2
A720,0000011629337,24,7.99,7.99
A583,0000013447427,17,14,14
A678,9772752615023,6,5.5,5.5
A310,8410261608532,11,1.89,1.89
A732,5050028381419,23,14.99,14.99
A743,5056709800064,25,0.29,0.29
A61,0000010825594,6,0.89,0.89
A681,0000012465996,8,5,5
A382,8720181655722,1,9.99,9.99
A195,8712879162711,19,2.99,2.99
A92,9770956805431,14,1.8,1.8
A110,5000171058874,17,3.65,3.65
A287,5028141034413,10,1.49,1.49
A237,8413178390941,21,0.99,0.99
A762,0000010945193,3,0.69,0.69
A861,5060595854667,24,2.49,2.49
A726,8711148417538,10,0.49,0.49
A767,0000010405475,5,4,4
A178,5034934826608,24,0.29,0.29
A180,5010394003599,8,0.95,0.95
A400,5060772366143,8,3.99,3.99
A826,5013919003685,11,3.99,3.99
A113,0000010007211,11,3.99,3.99
A249,5056192410382,14,0.69,0.69
A322,5012427043503,4,2,2
A347,0000010399002,1,6.99,6.99
A932,0843536183362,22,5.79,5.79
A327,5061017271444,3,0.79,0.79
A232,5011417591017,14,9.99,9.99
A248,9770961878161,18,2.15,2.15
A251,5099823011671,10,1.29,1.29
A668,5028141034734,9,3.39,3.39
A771,0048256297102,18,0.89,0.89
A146,0000010214718,10,0.59,0.59
A300,0191726915812,7,9.99,9.99
A293,5055918652846,20,2.39,2.39
A808,5000177500391,24,0.99,0.99
A200,8711148417187,21,1.49,1.49
A931,8711148411628,5,0.29,0.29
A357,9770262026919,4,2.75,2.75
A578,5055918659449,2,1.99,1.99
A836,5000159031103,2,2.79,2.79
A381,0000010344057,1,1.49,1.49
A591,0000010381465,11,0.79,0.79
A610,0000013449681,9,4.5,4.5
A8574,0000010084892,24,0.99,0.99
A343,9772046144123,1,2,2
A785,5059001000156,3,9.99,9.99
A713,0000014740114,3,5,5
A426,8001090476562,17,1.49,1.49
A833,9770307017032,16,1.8,1.8
A452,9771744124543,21,2.15,2.15
A863,0000014446702,13,8,8
A351,5032608077677,3,0.79,0.79
A761,5053990161966,23,1.75,1.75
A442,0000010480861,16,19.99,19.99
A334,5061025482139,2,1.49,1.49
A104,8720181511301,11,3.49,3.49
A579,5055918657728,1,0.99,0.99
A738,0000012841578,9,1.99,1.99
A370,0000010356821,1,3.99,3.99
A711,0000014441608,7,8,8
A650,0000010610596,12,2.99,2.99
A56,0000011395195,1,15,15
A344,5000116128921,7,3.59,3.59
A766,0000013401290,14,0.79,0.79
A829,0000010543702,4,8.99,8.99
A605,9771746706310,10,1.9,1.9
A187,0000010381830,25,1.99,1.99
A932,3616302989010,21,1.99,1.99
A650,0000010539699,3,2.99,2.99
A753,5010102118751,19,7.49,7.49
A397,9770307042461,18,2.5,2.5
A192,0000010463833,12,0.99,0.99
A244,0000010376898,23,22.99,22.99
A269,0000010554449,1,1.29,1.29
A374,0000010357460,24,0.49,0.49
A120,5000168007656,16,1.35,1.35
A771,5015833000832,14,2.99,2.99
A399,7622202010033,12,2.49,2.49
A360,9770956805325,18,1.8,1.8
A117,5013919005634,11,2.99,2.99
A8063,0000010155370,8,5.99,5.99
A602,9771748839054,7,2.25,2.25
A699,5000171058195,11,3.5,3.5
A857,0000011736899,24,3.49,3.49
A622,0000010413722,24,1.99,1.99
A268,0000011780304,10,1.49,1.49
A312,5010303194370,17,1.49,1.49
A390,9770961878048,25,2.15,2.15
A713,4005800325335,12,2.99,2.99
A433,9770956805530,1,1.8,1.8
A430,0000011467274,25,4,4
A729,5057566654890,15,1.99,1.99
A172,5010052114018,9,0.49,0.49
A433,5711938030414,25,1.99,1.99
A698,0000096198599,2,0.89,0.89
A442,9771750958019,25,2.4,2.4
A59,5011417575161,10,2.49,2.49
A800,3360319820940,9,2.99,2.99
A384,9770958983397,13,1.45,1.45
A785,5060050440398,22,0.79,0.79
A165,5034934829999,18,0.79,0.79
A417,5011417588390,3,0.49,0.49
A679,5026418052566,21,0.29,0.29
A475,4063528058942,15,0.99,0.99
A315,5024993732477,20,2.95,2.95
A152,5060120179876,23,0.99,0.99
A694,8700216969406,20,7.99,7.99
A736,7622201700263,19,3.99,3.99
A661,0000010371961,10,9.99,9.99
A297,8714789720296,15,2.99,2.99
A153,9770963402036,7,2.65,2.65
A831,9772041596071,3,3.9,3.9
A583,5051562005908,1,6.29,6.29
A161,0630996965337,6,0.99,0.99
A341,9770960357230,17,1.95,1.95
A354,8700216929035,9,3.29,3.29
A416,0000014431043,3,6,6
A831,5010993600632,13,7.99,7.99
A369,0000010540060,23,1.99,1.99
A346,0000772159456,21,1.49,1.49
A846,5060350562943,20,0.89,0.89
A590,0000014446702,13,8,8
A149,5061015252704,20,0.59,0.59
A711,9771367059055,23,2.25,2.25
A718,5000168158099,12,0.99,0.99
A593,8720182903198,19,2.79,2.79
A703,0000011360643,1,8,8
A601,8717644627624,10,1.99,1.99
A651,9772755247252,22,1.35,1.35
A781,8421134909076,11,2.49,2.49
A386,8690146177685,1,0.29,0.29
A324,5053249284200,9,0.99,0.99
A172,5054267501072,5,1.99,1.99
A931,4009900489119,16,1.99,1.99
A240,5011187122480,5,1.05,1.05
A277,5010996308030,8,16.99,16.99
A259,0000014418600,10,7,7
A318,0615908432046,19,4.99,4.99
A690,0000013521721,10,6,6
A580,5908260250959,19,0.99,0.99
A437,0000010327098,15,8,8
A575,5000232902184,18,1.19,1.19
A242,9770307588259,10,2.2,2.2
A217,0000010821817,6,0.99,0.99
A268,5012427043503,20,2,2
A447,0194735245208,3,1.49,1.49
A785,5060944460495,14,1.79,1.79
A590,5050841622713,16,2.99,2.99
A147,3574661710075,22,4.49,4.49
A326,5060895748215,5,0.99,0.99
A8063,5015934829882,18,1.99,1.99
A767,0810020170917,4,1.29,1.29
A360,7622202027734,4,0.99,0.99
A584,5998749140352,10,0.95,0.95
A675,7613034008268,8,2.99,2.99
A252,0000010526286,16,0.99,0.99
A391,0000010397749,24,1.49,1.49
A171,8710522937679,3,3.49,3.49
A615,8421134090743,3,6.99,6.99
A851,8713713076386,7,0.99,0.99
A774,8711148416753,2,3.99,3.99
A739,5021812005729,13,1.69,1.69
A327,5025416330034,15,0.99,0.99
A324,0000010815533,2,14.99,14.99
A390,9771476512144,5,2.2,2.2
A700,9770956806063,20,2.6,2.6
A360,9770956805233,9,1.8,1.8
A360,0000010386699,7,34.99,34.99
A363,4009900545983,12,0.79,0.79
A582,0000012323876,9,1.29,1.29
A420,0000090474989,21,0.99,0.99
A854,0000010054680,17,0.99,0.99
A762,0000010595879,6,1.29,1.29
A406,5000382121824,16,0.35,0.35
A651,9772753496010,11,6.99,6.99
A342,0000011346982,21,2.49,2.49
A110,3030055914301,20,2.99,2.99
A325,0000010388242,22,0.59,0.59
A727,9771479230250,20,2.5,2.5
A936,4060800308382,13,3.49,3.49
A314,5055918660155,7,2.09,2.09
A573,5012144400306,22,0.79,0.79
A278,0192995229877,16,4.99,4.99
A792,9771353393132,5,2.15,2.15
A260,0000010468586,15,3.99,3.99
A863,5000171058188,8,3.5,3.5
A574,0000010829264,11,1.49,1.49
A831,5011962210005,9,0.69,0.69
A597,9770307586019,4,2.2,2.2
A325,9770957375360,8,2.5,2.5
A561,3616304892783,4,10.99,10.99
A115,5000225037251,3,0.29,0.29
A208,0000010532027,21,2.99,2.99
A404,0888888112264,4,1.49,1.49
A356,5000328373362,15,1.95,1.95
A460,5060193938844,14,0.69,0.69
A89,9771745491576,17,3.3,3.3
A889,0000011501091,10,5,5
A696,0000011360575,14,13,13
A807,9770963402142,21,2.65,2.65
A595,3800020403488,8,1.85,1.85
A283,0021664710449,17,8.99,8.99
A162,5034934827773,15,0.99,0.99
A609,0000010464496,20,0.99,0.99
A350,0000010191293,8,1,1
A938,8413178303682,11,0.99,0.99
A151,0194735183661,13,7.99,7.99
A745,0000010495759,12,1.59,1.59
A377,0000010554388,21,1.29,1.29
A633,0000080050278,24,1.19,1.19
A765,0000010723449,17,8,8
A249,9771751627839,11,2,2
A793,0000010554449,3,1.29,1.29
A165,9770960357223,3,1.95,1.95
A59,9770963402463,6,2.65,2.65
A357,5015802293715,18,1.99,1.99
A653,5061048012238,11,0.99,0.99
A652,5061017271451,21,3.99,3.99
A746,4894680025103,16,8.99,8.99
A293,0043194351633,23,0.49,0.49
A334,5038581029375,5,0.79,0.79
A286,5060751215813,25,0.79,0.79
A880,8445291373990,20,0.69,0.69
A267,0000050213306,1,0.99,0.99
A333,0000014446870,14,8,8
A605,9771744033623,23,2.15,2.15
A750,0000010250372,4,3.49,3.49
A709,7613035219489,12,3.89,3.89
A273,5024993732989,23,0.99,0.99
A646,9771353437027,21,3.2,3.2
A355,4062139015344,21,0.99,0.99
A343,0000010382042,2,9.99,9.99
A453,5060868952151,2,0.99,0.99
A392,6920714803367,20,2.49,2.49
A326,0000772420433,13,1.49,1.49
A580,9771744033616,4,2.15,2.15
A148,9770962164362,18,3,3
A230,5000328031750,18,1.5,1.5
A693,5701390670198,13,0.49,0.49
A704,8001090369079,3,2.99,2.99
A934,0000014443633,10,12,12
A642,9770262238299,10,2.5,2.5
A859,5000382123378,1,0.99,0.99
A600,8717163020524,2,0.89,0.89
A468,0850057068023,10,2.49,2.49
A794,0000010063460,1,3.99,3.99
A284,5012924076875,5,11.99,11.99
A455,9770214388263,16,3.8,3.8
A595,5060305461550,4,1.79,1.79
A691,9770962164058,12,2.6,2.6
A412,5024993732842,5,7.99,7.99
A319,7622202025693,5,2.19,2.19
A442,0000012434190,6,7,7
A448,8720181218293,3,3.79,3.79
A256,5000382125105,13,0.99,0.99
A553,8681161446320,12,0.59,0.59
A799,0000010421659,25,39.99,39.99
A458,8700216874762,21,2.65,2.65
A316,0000010327180,13,8,8
A639,5060406144253,24,0.89,0.89
A399,0000010411889,3,0.99,0.99
A267,9770963781711,15,3.2,3.2
A416,5034934826943,12,0.69,0.69
A753,3059941008290,9,1.19,1.19
A171,9770967309133,21,2.5,2.5
A458,5060895747164,3,0.5,0.5
A436,8700216916585,4,2.99,2.99
A95,0000014395192,14,15,15
A753,0000010329306,16,8,8
A316,5024993732989,25,0.99,0.99
A380,9772059182044,23,5.5,5.5
A879,0000010449899,8,3.99,3.99
A435,5028141035588,1,3.39,3.39
A644,8715700128672,19,1.65,1.65
A11,8684000202279,19,0.59,0.59
A562,9772046144147,5,2,2
A258,0000010848951,19,0.99,0.99
A229,0000010750872,17,1.49,1.49
A122,9770307575174,3,2.95,2.95
A330,5000328037837,5,1.59,1.59
A65,5065020958705,12,1.49,1.49
A152,5028184453004,25,2.39,2.39
A433,5021956001113,16,6.99,6.99
A272,5010438022548,22,0.69,0.69
A629,0000014443633,25,12,12
A717,0000010397718,12,1.99,1.99
A424,0000010360200,15,0.79,0.79
A420,9770957375117,23,2.5,2.5
A471,0000010323878,20,1.29,1.29
A163,9770962164119,17,2.6,2.6
A645,0000010386804,4,1.49,1.49
A24,5025514000037,11,2.35,2.35
A206,5012797008010,1,1.99,1.99
A799,0000010358092,19,4.99,4.99
A455,9771462720041,2,3,3
A778,5060710512304,8,0.29,0.29
A623,0000014465994,14,5,5
A641,5034934827735,7,0.69,0.69
A726,5449000130228,20,7.99,7.99
A780,5063327005276,7,8.99,8.99
A415,5060944461751,23,2.49,2.49
A333,5034934827124,21,0.69,0.69
A436,6009544958604,8,24.99,24.99
A940,5012874212279,14,9.99,9.99
A648,5000477673184,1,3.29,3.29
A358,0000010664902,5,12.99,12.99
A310,8711000279472,7,6.49,6.49
A323,0000011129387,5,2.99,2.99
A136,0000013396596,9,0.99,0.99
A248,3030055914363,19,2.99,2.99
A315,0000012959327,22,8.66,8.66
A444,5000328035505,5,1.75,1.75
A679,5000242451573,3,3.35,3.35
A375,0000010809105,1,24.99,24.99
A359,5021538000312,4,0.85,0.85
A833,0000012358779,6,0.99,0.99
A812,5056357900376,10,1.25,1.25
A615,5053249281919,18,1.29,1.29
A932,0000011387176,5,3.5,3.5
A476,5057566631730,23,1.99,1.99
A654,6221134013795,18,1.49,1.49
A118,0000011341505,3,1.5,1.5
A196,8006540109410,9,3,3
A653,9770307017261,5,2.6,2.6
A940,9770307017353,18,1.8,1.8
A611,9771741340243,10,2.15,2.15
A278,5908260250959,25,0.99,0.99
A136,8720182903167,25,2.79,2.79
A704,0000010388112,10,4.99,4.99
A206,8006540918449,2,3.49,3.49
A779,0615908433500,25,2.99,2.99
A322,8410261612171,25,1.89,1.89
A335,0000010505359,4,1.5,1.5
A271,8652764399092,2,0.29,0.29
A569,8700216969451,19,7.99,7.99
A594,0000010342930,20,12.99,12.99
A318,0000011346982,24,2.49,2.49
A825,0000010585924,24,2.99,2.99
A322,5034934829623,19,0.79,0.79
A333,5060926500461,3,1.99,1.99
A229,9772058712969,2,8.99,8.99
A592,5013634021070,25,1.99,1.99
A399,9772046144451,4,2,2
A59,7622202260834,2,0.99,0.99
A371,0000010521724,24,6,6
A268,5060221205320,4,0.99,0.99
A95,5000168206288,13,2.79,2.79
A187,8436575095776,25,1.29,1.29
A237,5057566063173,5,1.69,1.69
A390,9008606237654,8,1.99,1.99
A417,9770307588440,4,2.2,2.2
A371,5055918654369,9,2.59,2.59
A776,1230000131025,13,0.69,0.69
A556,6937643568076,7,0.29,0.29
A865,8445291007130,20,2.99,2.99
A391,0000010518748,1,7.99,7.99
A338,5011962212979,21,0.69,0.69
A344,9770262238299,9,2.5,2.5
A623,9771479230120,7,2.5,2.5
A461,9772058712952,14,6.99,6.99
A588,5011417561805,25,3.99,3.99
A584,8410261608525,21,1.89,1.89
A453,0000013442248,6,14,14
A712,0000012890026,5,2.49,2.49
A83,5060751997955,6,14.99,14.99
A413,8445290357687,4,1.85,1.85
A807,5035766051183,24,2.99,2.99
A641,0000011864349,6,10,10
A897,5012144931756,8,0.79,0.79
A641,7622210464729,8,0.79,0.79
A615,0000010599280,1,3.99,3.99
A169,5055105202915,25,0.79,0.79
A447,0000011396659,2,0.99,0.99
A20,0000010360644,6,8,8
A396,0000010887370,16,0.99,0.99
A261,5059001024145,2,4.99,4.99
A383,0000010394731,16,4.99,4.99
A825,8711148411628,23,0.29,0.29
A359,9781837959129,13,1.99,1.99
A807,7613036099325,11,1.89,1.89
A584,5013692253611,4,0.69,0.69
A814,0000010392560,10,14.99,14.99
A312,0000010434192,18,7,7
A659,0000010360040,7,4.99,4.99
A220,5034934827421,10,0.69,0.69
A712,5000488109368,23,1.39,1.39
A698,8700216105828,23,2.99,2.99
A864,7613032763350,1,1.35,1.35
A655,0000010446317,9,0.99,0.99
A455,9770962164362,15,3,3
A571,5010153870417,6,3.29,3.29
A117,9770307588044,2,2.2,2.2
A623,7622201700263,6,3.99,3.99
A428,0000010615539,21,1.49,1.49
A304,5011417593042,3,1.95,1.95
A75,5021538001258,5,1.19,1.19
A581,0000010173459,1,0.69,0.69
A420,0000012442027,5,8,8
A552,0000012889952,15,1.99,1.99
A778,4025500286934,23,0.5,0.5
A73,5061011100023,2,0.29,0.29
A402,5000159409674,3,0.75,0.75
A234,5000177481331,18,0.29,0.29
A713,7613035985964,15,4.59,4.59
A719,9770307586446,15,2.2,2.2
A741,0000010381106,22,9,9
A930,9770962164263,18,3,3
A252,9771479230458,10,2.5,2.5
A696,5060476290836,21,1.25,1.25
A651,0615357000124,5,1.95,1.95
A277,5000221609421,14,1,1
A305,5000328035338,16,1.65,1.65
A604,0000010341537,21,3.5,3.5
A379,5055918662258,10,1.29,1.29
A24,0000011323662,10,5.99,5.99
A433,0083078015183,2,1.59,1.59
A195,5010052115947,21,1.35,1.35
A340,5059001025203,20,2.49,2.49
A690,3014260111021,1,0.39,0.39
A607,8720182758156,24,2.39,2.39
A846,5037028275061,4,4.99,4.99
A302,0000010418611,9,5,5
A63,5060944461560,3,2.49,2.49
A561,8700216916585,20,2.99,2.99
A183,0000010736890,19,1.99,1.99
A389,5034934841786,3,0.79,0.79
A458,5055193542184,2,1.99,1.99
A254,0000010462843,3,3.5,3.5
A443,0192995429796,11,5.99,5.99
A645,5034934827506,18,0.69,0.69
A117,5010029229035,19,2.79,2.79
A763,5060121090583,25,0.59,0.59
A570,5054267014541,20,0.49,0.49
A237,0000011328858,7,1.5,1.5
A234,5028141034086,10,2.49,2.49
A812,0000010749630,22,0.79,0.79
A872,0000011345169,18,1.49,1.49
A415,5053990175949,21,1.75,1.75
A555,0000012467273,21,4,4
A282,8445291346093,4,1.99,1.99
A737,9771353438024,3,3.15,3.15
A883,9770307042027,5,2.5,2.5
A725,3614222586364,20,0.99,0.99
A175,5013634012092,18,2.49,2.49
A760,5060944461508,17,1.79,1.79
A654,5016451526827,25,1.19,1.19
A307,0000010396384,8,3.99,3.99
A422,5010134921039,4,6.49,6.49
A789,0000012785711,6,2.49,2.49
A128,5034934827018,18,0.69,0.69
A395,5015934791080,9,1.99,1.99
A210,9771353393415,15,2.15,2.15
A659,9781836504320,21,2.79,2.79
A201,0000010096727,16,69.99,69.99
A815,0000010380970,2,1.49,1.49
A8574,5028184030007,22,2.99,2.99
A278,5031413934892,10,0.39,0.39
A220,0000010346952,8,6.99,6.99
A316,5026418052566,10,0.29,0.29
A474,0000010557662,2,1.99,1.99
A936,5056555205693,5,4.99,4.99
A85,9770307586132,18,2.2,2.2
A191,0000010327098,16,8,8
A278,8720181638596,2,1.99,1.99
A63,0000010396001,17,0.59,0.59
A243,9772051886421,1,2,2
A368,0000010396612,4,3.99,3.99
A179,0000010413791,25,0.99,0.99
A851,8710908678615,23,0.89,0.89
A935,0000013381080,15,15,15
A153,5000159571333,4,2.49,2.49
A156,0000772159456,23,1.49,1.49
A41,5900396028167,2,2.99,2.99
A392,0000011442615,3,14,14
A264,5015934792032,3,0.49,0.49
A674,9770956806445,6,1.8,1.8
A787,5024468000230,8,2.85,2.85
A784,5060447947127,5,2.49,2.49
A135,5000354926327,16,0.99,0.99
A700,5000118033834,10,0.65,0.65
A310,5060447947394,18,1.99,1.99
A403,5908260250959,15,0.99,0.99
A211,9770956806056,10,1.8,1.8
A742,0000010343579,7,0.49,0.49
A367,5054267000216,25,0.39,0.39
A383,8720182782304,7,6.49,6.49
A335,8721073607300,15,0.49,0.49
A50,9770307042140,12,2.5,2.5
A325,0000010442562,7,0.99,0.99
A586,9771460182704,4,3.45,3.45
A605,0000010340028,4,19.99,19.99
A563,9770962754266,14,2.4,2.4
A679,0000011345183,3,1.99,1.99
A766,8005610686332,12,4.99,4.99
A56,3030055914486,23,2.99,2.99
A648,5021956001151,24,6.99,6.99
A617,3614225213366,12,1.99,1.99
A101,0000010392621,10,22.99,22.99
A275,0811748033232,4,0.49,0.49
A87,0000014464577,19,8,8
A8307,7613036099363,4,1.89,1.89
A575,5055193545925,11,1.99,1.99
A137,3065890148031,22,4.75,4.75
A357,5010993461912,18,5.99,5.99
A683,5050841688115,13,9.99,9.99
A750,0000011911579,20,1.79,1.79
A111,9771744598214,18,2.5,2.5
A77,7622201438609,9,2.49,2.49
A668,0000010525852,22,8,8
A621,9770957623355,14,1.2,1.2
A223,9770262304543,3,1.2,1.2
A756,5060591037897,16,1.49,1.49
A630,0000012381104,10,9,9
A359,5000159024501,25,1.09,1.09
A288,0000010444382,19,0.59,0.59
A260,5059001021854,20,1.59,1.59
A808,0000010851531,9,39.99,39.99
A185,9772752615962,20,7.99,7.99
A213,9772046144338,21,2,2
A260,5000328037837,10,1.59,1.59
A816,9770957375414,22,2.5,2.5
A86,5025514000198,19,4.35,4.35
A162,5010394003766,15,0.95,0.95
A700,5033996021518,23,0.29,0.29
A164,8006540421529,2,2.29,2.29
A585,0000010521373,19,0.99,0.99
A131,0000011843757,1,9.99,9.99
A944,5000168210728,20,1.25,1.25
A709,4008429037986,14,0.95,0.95
A734,9771366777035,5,2.6,2.6
A611,0000010323243,24,1.29,1.29
A315,0000012339976,9,3.99,3.99
A71,5055918659654,9,1.19,1.19
A256,9770963402043,10,2.65,2.65
A425,0000012446872,7,8,8
A8469,0000013959326,6,8.66,8.66
A270,8718432523432,19,2.99,2.99
A169,5028184453103,11,2.39,2.39
A441,5010134922067,9,6.75,6.75
A223,5034934828459,10,0.69,0.69
A402,5061072450532,25,2.49,2.49
A944,0000010241561,15,1.49,1.49
A316,9770307588211,9,2.2,2.2
A667,0000010344798,7,2.99,2.99
A77,5013427013046,22,1.99,1.99
A376,8700216577281,18,2.99,2.99
A836,5000237128459,11,2.75,2.75
A703,9771744033562,8,2.15,2.15
A463,5010103947411,23,0.99,0.99
A407,0000010364581,16,2.5,2.5
A804,0000010325605,2,0.99,0.99
A745,5010459000976,18,1.79,1.79
A243,0000011413974,24,1.99,1.99
A392,9770039519279,10,3,3
A390,5034934827117,10,0.69,0.69
A711,5061015252735,4,0.59,0.59
A620,8720181489129,14,1.99,1.99
A274,8720181699825,20,1.99,1.99
A933,9771367059055,21,2.25,2.25
A581,9770963402050,14,2.65,2.65
A601,5060903877838,25,1.99,1.99
A399,0000010010365,22,1.49,1.49
A931,0845218015824,9,1.49,1.49
A606,9772051886278,15,2.3,2.3
A24,0000010356821,2,3.99,3.99
A780,5034934828411,4,0.69,0.69
A125,5000177466031,8,0.29,0.29
A881,8001090421456,19,3.29,3.29
A398,0000090415425,10,1.39,1.39
A284,5056711801981,25,4.99,4.99
A110,8724900700526,17,1.49,1.49
A373,9771353433036,17,3.2,3.2
A608,5034934826967,16,0.99,0.99
A872,9310415018585,6,4.99,4.99
A61,9772046144444,19,2,2
A344,5060892421456,25,5.99,5.99
A77,4062139017324,8,1.75,1.75
A356,0000010032329,18,3.25,3.25
A736,0000010490334,7,2.99,2.99
A35,0000050469178,14,1.69,1.69
A706,0000012848997,25,0.99,0.99
A179,0000010959329,24,12.99,12.99
A371,9771367059246,17,2.25,2.25
A268,5065023116539,6,2.99,2.99
A251,9770957375469,18,2.5,2.5
A562,0000011399001,13,6.99,6.99
A76,9770957623164,2,1.9,1.9
A862,5000354926792,17,1.29,1.29
A654,5015802293944,19,1.99,1.99
A445,5449000335319,9,0.75,0.75
A631,3046920028752,25,1.59,1.59
A57,5028184030007,15,2.99,2.99
A276,8410261608525,23,1.89,1.89
A872,0888888112264,17,1.49,1.49
A157,8700216962780,19,16.99,16.99
A382,4008429037986,12,0.95,0.95
A467,0000012341948,25,1.5,1.5
A399,8720182788900,18,2.99,2.99
A284,8888056717507,5,1.89,1.89
A457,5018970088299,9,1.29,1.29
A270,0000010447543,25,1.99,1.99
A341,3600522626060,11,1.99,1.99
A290,9770956805325,12,1.8,1.8
A695,0000090456992,22,1.79,1.79
